Manager (Manager) : UploadLevels(): STARTED

14.03.2022 22:22:58 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:22:58 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:22:58 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:22:58 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:22:59 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:22:59 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:22:59 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:22:59 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:22:59 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:22:59 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:22:59 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:22:59 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:22:59 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:22:59 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:22:59 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:22:59 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:22:59 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:22:59 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:22:59 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:22:59 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:22:59 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:22:59 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:22:59 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:22:59 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:00 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:00 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:00 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:00 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:00 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:00 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:00 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:00 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:00 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:00 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:00 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:00 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:00 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:00 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:00 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:00 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:00 | Manager (Manager) : SortNetworks(): STARTED

14.03.2022 22:23:00 | Manager (Manager) : SortNetworks(): networks sorted and saved

14.03.2022 22:23:00 | Manager (Manager) : SortNetworks(): best networks inserted

14.03.2022 22:23:00 | Manager (Manager) : SortNetworks(): worst networks managed

14.03.2022 22:23:00 | Manager (Manager) : SortNetworks(): common networks mutated

14.03.2022 22:23:00 | Manager (Manager) : SortNetworks(): best networks mutated

14.03.2022 22:23:00 | Manager (Manager) : SortNetworks(): FINISHED

14.03.2022 22:23:00 | Manager (Manager) : FixedUpdate(): Levels Reloaded

14.03.2022 22:23:00 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:00 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:00 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:00 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:01 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:01 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:01 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:01 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:01 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:01 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:01 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:01 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:01 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:01 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:01 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:01 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:01 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:01 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:01 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:01 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:02 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:02 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:02 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:02 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:02 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:02 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:02 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:02 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:02 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:02 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:02 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:02 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:02 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:02 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:02 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:02 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:02 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:02 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:02 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:02 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:02 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:02 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:03 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:03 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:03 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:03 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:03 | Manager (Manager) : SortNetworks(): STARTED

14.03.2022 22:23:03 | Manager (Manager) : SortNetworks(): networks sorted and saved

14.03.2022 22:23:03 | Manager (Manager) : SortNetworks(): best networks inserted

14.03.2022 22:23:03 | Manager (Manager) : SortNetworks(): worst networks managed

14.03.2022 22:23:03 | Manager (Manager) : SortNetworks(): common networks mutated

14.03.2022 22:23:03 | Manager (Manager) : SortNetworks(): best networks mutated

14.03.2022 22:23:03 | Manager (Manager) : SortNetworks(): FINISHED

14.03.2022 22:23:03 | Manager (Manager) : FixedUpdate(): Levels Reloaded

14.03.2022 22:23:03 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:03 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:03 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:03 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:03 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:03 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:03 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:03 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:03 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:03 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:03 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:03 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:03 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:03 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:04 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:04 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:04 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:04 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:04 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:04 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:04 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:04 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:04 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:04 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:04 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:04 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:04 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:04 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:04 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:04 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:04 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:04 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:04 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:04 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:05 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:05 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:05 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:05 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:05 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:05 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:05 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:05 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:05 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:05 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:05 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:05 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:05 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:05 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:05 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:05 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:05 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:05 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:05 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:05 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:06 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:06 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:06 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:06 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:06 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:06 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:06 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:06 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:06 | Manager (Manager) : SortNetworks(): STARTED

14.03.2022 22:23:06 | Manager (Manager) : SortNetworks(): networks sorted and saved

14.03.2022 22:23:06 | Manager (Manager) : SortNetworks(): best networks inserted

14.03.2022 22:23:06 | Manager (Manager) : SortNetworks(): worst networks managed

14.03.2022 22:23:06 | Manager (Manager) : SortNetworks(): common networks mutated

14.03.2022 22:23:06 | Manager (Manager) : SortNetworks(): best networks mutated

14.03.2022 22:23:06 | Manager (Manager) : SortNetworks(): FINISHED

14.03.2022 22:23:06 | Manager (Manager) : FixedUpdate(): Levels Reloaded

14.03.2022 22:23:06 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:06 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:06 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:06 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:06 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:06 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:06 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:06 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:06 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:06 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:07 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:07 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:07 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:07 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:07 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:07 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:07 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:07 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:07 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:07 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:07 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:07 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:07 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:07 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:07 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:07 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:07 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:07 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:07 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:07 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:07 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:07 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:08 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:08 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:08 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:08 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:08 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:08 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:08 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:08 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:08 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:08 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:08 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:08 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:08 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:08 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:08 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:08 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:08 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:08 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:08 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:08 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:09 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:09 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:09 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:09 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:09 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:09 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:09 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:09 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:09 | Manager (Manager) : SortNetworks(): STARTED

14.03.2022 22:23:09 | Manager (Manager) : SortNetworks(): networks sorted and saved

14.03.2022 22:23:09 | Manager (Manager) : SortNetworks(): best networks inserted

14.03.2022 22:23:09 | Manager (Manager) : SortNetworks(): worst networks managed

14.03.2022 22:23:09 | Manager (Manager) : SortNetworks(): common networks mutated

14.03.2022 22:23:09 | Manager (Manager) : SortNetworks(): best networks mutated

14.03.2022 22:23:09 | Manager (Manager) : SortNetworks(): FINISHED

14.03.2022 22:23:09 | Manager (Manager) : FixedUpdate(): Levels Reloaded

14.03.2022 22:23:09 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:09 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:09 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:09 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:09 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:09 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:09 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:09 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:09 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:09 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:10 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:10 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:10 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:10 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:10 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:10 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:10 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:10 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:10 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:10 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:10 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:10 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:10 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:10 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:10 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:10 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:11 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:11 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:11 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:11 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:11 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:11 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:11 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:11 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:11 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:11 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:11 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:11 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:11 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:11 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:11 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:11 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:11 | Manager (Manager) : SortNetworks(): STARTED

14.03.2022 22:23:11 | Manager (Manager) : SortNetworks(): networks sorted and saved

14.03.2022 22:23:11 | Manager (Manager) : SortNetworks(): best networks inserted

14.03.2022 22:23:11 | Manager (Manager) : SortNetworks(): worst networks managed

14.03.2022 22:23:11 | Manager (Manager) : SortNetworks(): common networks mutated

14.03.2022 22:23:11 | Manager (Manager) : SortNetworks(): best networks mutated

14.03.2022 22:23:11 | Manager (Manager) : SortNetworks(): FINISHED

14.03.2022 22:23:11 | Manager (Manager) : FixedUpdate(): Levels Reloaded

14.03.2022 22:23:11 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:11 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:11 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:11 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:12 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:12 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:12 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:12 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:12 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:12 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:12 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:12 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:12 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:12 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:12 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:12 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:12 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:12 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:12 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:12 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:13 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:13 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:13 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:13 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:13 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:13 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:13 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:13 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:13 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:13 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:13 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:13 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:13 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:13 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:13 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:13 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:13 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:13 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:13 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:13 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:14 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:14 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:14 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:14 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:14 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:14 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:14 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:14 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:14 | Manager (Manager) : SortNetworks(): STARTED

14.03.2022 22:23:14 | Manager (Manager) : SortNetworks(): networks sorted and saved

14.03.2022 22:23:14 | Manager (Manager) : SortNetworks(): best networks inserted

14.03.2022 22:23:14 | Manager (Manager) : SortNetworks(): worst networks managed

14.03.2022 22:23:14 | Manager (Manager) : SortNetworks(): common networks mutated

14.03.2022 22:23:14 | Manager (Manager) : SortNetworks(): best networks mutated

14.03.2022 22:23:14 | Manager (Manager) : SortNetworks(): FINISHED

14.03.2022 22:23:14 | Manager (Manager) : FixedUpdate(): Levels Reloaded

14.03.2022 22:23:14 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:14 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:14 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:14 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:14 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:14 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:14 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:14 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:14 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:14 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:15 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:15 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:15 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:15 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:15 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:15 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:15 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:15 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:15 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:15 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:15 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:15 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:15 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:15 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:15 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:15 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:15 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:15 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:15 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:15 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:16 | Manager (Manager) : Spawner System(): STARTED

14.03.2022 22:23:16 | Manager (Manager) : Spawner System(): FINISHED

14.03.2022 22:23:16 | Manager (Manager) : Spawner System(): STARTED

